disease,drug,true_label,prediction,dataset
ICD10-I15,CID-2162,1.0,0.9287603497505188,train
ICD10-C94.2,CID-132274234,0.0,0.009926839731633663,train
ICD10-M14.0,CID-4593,0.0,0.025624586269259453,train
ICD10-C91.4,CID-53465279,0.0,0.02464626170694828,train
ICD10-I77.2,CID-16850,1.0,0.9901594519615173,train
ICD10-F51.0,CID-23668193,0.0,0.033236175775527954,train
ICD10-J30,CID-5912039,0.0,0.008656133897602558,train
ICD10-M11.2,CID-6291,0.0,0.0064956690184772015,train
ICD10-C94.3,CID-637,1.0,0.8106297850608826,train
ICD10-C86.2,CID-49803313,1.0,0.9975836277008057,train
ICD10-E46,CID-190,1.0,0.9798538088798523,train
ICD10-M24.6,CID-119607,1.0,0.993811309337616,train
ICD10-I51.0,CID-443873,1.0,0.998085618019104,train
ICD10-I77.2,CID-24462,0.0,0.01068001426756382,train
ICD10-R52.0,CID-441278,1.0,0.9767738580703735,train
ICD10-E64.8,CID-4641,0.0,0.015151810832321644,train
ICD10-A19.8,CID-6234,1.0,0.9961851239204407,train
ICD10-J96,CID-3964,0.0,0.11768339574337006,train
ICD10-G41.8,CID-3331,1.0,0.8648293018341064,train
ICD10-C69,CID-2578,1.0,0.9934321641921997,train
ICD10-I79,CID-5311064,1.0,0.9981557726860046,train
ICD10-I74.0,CID-60823,1.0,0.9962856769561768,train
ICD10-E13.8,CID-5503,1.0,0.9612186551094055,train
ICD10-N32,CID-73303,1.0,0.9661549925804138,train
ICD10-F84.1,CID-2342,0.0,0.33655813336372375,train
ICD10-I72.4,CID-5362116,1.0,0.9989715814590454,train
ICD10-O07.5,CID-5282415,1.0,0.9962518811225891,train
ICD10-R46,CID-4593,0.0,0.34803348779678345,train
ICD10-B65.0,CID-708857,1.0,0.9948170781135559,train
ICD10-E88.1,CID-72385,0.0,0.0056346445344388485,train
ICD10-I37.0,CID-3741,1.0,0.9972175359725952,train
ICD10-Z11.6,CID-4760,0.0,0.014607829041779041,train
ICD10-N30.1,CID-1990,1.0,0.9199637770652771,train
ICD10-I12,CID-4688,1.0,0.6826115250587463,train
ICD10-G40.7,CID-129228,1.0,0.9726535677909851,train
ICD10-C91.3,CID-71657455,1.0,0.9763784408569336,train
ICD10-I70.1,CID-37393,0.0,0.012407402507960796,train
ICD10-K52.8,CID-53232,0.0,0.5099030137062073,train
ICD10-K81.8,CID-5282430,1.0,0.9955325126647949,train
ICD10-C85.1,CID-11953891,0.0,0.1065472662448883,train
ICD10-F32.9,CID-5359371,1.0,0.03506223484873772,train
ICD10-I78.1,CID-443873,1.0,0.9984636306762695,train
ICD10-E70,CID-937,0.0,0.035785555839538574,train
ICD10-M21.0,CID-4116,0.0,0.003753181081265211,train
ICD10-E80.1,CID-5458180,1.0,0.998757004737854,train
ICD10-B48.0,CID-25126798,0.0,0.03928206488490105,train
ICD10-R52,CID-4184,0.0,0.957996666431427,train
ICD10-J30,CID-5282219,1.0,0.9710506200790405,train
ICD10-M25.7,CID-4107,1.0,0.9982231259346008,train
ICD10-M76.4,CID-10621,0.0,0.006614609155803919,train
ICD10-I72.5,CID-443873,1.0,0.9979958534240723,train
ICD10-I26,CID-16004692,1.0,0.9982661604881287,train
ICD10-E84.0,CID-667467,0.0,0.07382695376873016,train
ICD10-F51.0,CID-5735,1.0,0.9974430799484253,train
ICD10-M21.8,CID-1548942,1.0,0.998975396156311,train
ICD10-J45,CID-4044,0.0,0.09828279912471771,train
ICD10-I71.6,CID-657237,0.0,0.0042050802148878574,train
ICD10-I06.0,CID-16220008,0.0,0.00847177766263485,train
ICD10-K76.8,CID-247,1.0,0.9980602860450745,train
ICD10-I77,CID-10531,0.0,0.010104704648256302,train
ICD10-I33.9,CID-1978,0.0,0.06446442753076553,train
ICD10-E54,CID-9931954,0.0,0.0033416582737118006,train
ICD10-C84.4,CID-6321408,0.0,0.00896064005792141,train
ICD10-J38.6,CID-5281004,0.0,0.06452697515487671,train
ICD10-E84.0,CID-5193,0.0,0.003893183544278145,train
ICD10-F33.2,CID-145742,0.0,0.010804322548210621,train
ICD10-L60,CID-11499245,1.0,0.06088862195611,train
ICD10-I86.3,CID-667490,0.0,0.0032088509760797024,train
ICD10-R35,CID-6518,0.0,0.018532127141952515,train
ICD10-E83.5,CID-636369,1.0,0.9976589679718018,train
ICD10-I39.2,CID-16004692,1.0,0.9987347722053528,train
ICD10-C85.9,CID-42890,1.0,0.9968429803848267,train
ICD10-I87.1,CID-8271,0.0,0.008211646229028702,train
ICD10-A17.0,CID-5878,0.0,0.021729957312345505,train
ICD10-I81,CID-10517,0.0,0.0021567188668996096,train
ICD10-G11,CID-3686,1.0,0.27459028363227844,train
ICD10-N36.0,CID-4421,1.0,0.9957934617996216,train
ICD10-I44.7,CID-5311064,1.0,0.9985388517379761,train
ICD10-N48.4,CID-9869929,1.0,0.8494139313697815,train
ICD10-O06,CID-5282415,1.0,0.9960324168205261,train
ICD10-I72.6,CID-156320,1.0,0.9988592863082886,train
ICD10-N48.4,CID-4916,0.0,0.006679935846477747,train
ICD10-G54.0,CID-1549120,1.0,0.9963086247444153,train
ICD10-L70.0,CID-71731823,0.0,0.08257769048213959,train
ICD10-I70.8,CID-441335,0.0,0.009517822414636612,train
ICD10-C82.1,CID-9829523,1.0,0.9965697526931763,train
ICD10-F81.0,CID-16129708,0.0,0.04899994656443596,train
ICD10-E80.6,CID-2160,0.0,0.005456655286252499,train
ICD10-G44,CID-60871,0.0,0.015541663393378258,train
ICD10-I89.0,CID-9853053,0.0,0.0075666033662855625,train
ICD10-L24,CID-2266,0.0,0.005504594184458256,train
ICD10-I27.2,CID-16004692,1.0,0.9966872334480286,train
ICD10-I77.4,CID-2216,0.0,0.008089630864560604,train
ICD10-F82,CID-4615,0.0,0.14539511501789093,train
ICD10-F20,CID-19675,1.0,0.7091652750968933,train
ICD10-T86.2,CID-151075,0.0,0.9928511381149292,train
ICD10-N32.0,CID-5344,1.0,0.9315646886825562,train
ICD10-I34.2,CID-16004692,1.0,0.997948944568634,train
ICD10-E46,CID-49846579,0.0,0.005260385572910309,train
ICD10-I06.1,CID-71992,1.0,0.9992597699165344,train
ICD10-I65,CID-5280453,0.0,0.021339047700166702,train
ICD10-F32.0,CID-2159,0.0,0.011055631563067436,train
ICD10-A18.1,CID-4891,0.0,0.005508435424417257,train
ICD10-E53.0,CID-5280581,1.0,0.9786222577095032,train
ICD10-E61.3,CID-6917782,0.0,0.014809967018663883,train
ICD10-G47.4,CID-10413,1.0,0.09388410300016403,train
ICD10-I99,CID-6918493,0.0,0.21175946295261383,train
ICD10-I30,CID-5311064,1.0,0.9971621632575989,train
ICD10-G20,CID-54677470,0.0,0.5018040537834167,train
ICD10-F33.3,CID-2801,1.0,0.9777310490608215,train
ICD10-J17.2,CID-60947,0.0,0.013522171415388584,train
ICD10-C92.9,CID-2911,0.0,0.008090407587587833,train
ICD10-J12.8,CID-43708,1.0,0.8593367338180542,train
ICD10-G30,CID-517557,1.0,0.45663073658943176,train
ICD10-B72,CID-5665,0.0,0.027758177369832993,train
ICD10-B36.2,CID-3052776,0.0,0.00839265901595354,train
ICD10-Z30,CID-3410,0.0,0.015163200907409191,train
ICD10-I15,CID-65866,1.0,0.8947293162345886,train
ICD10-M20.4,CID-151075,1.0,0.9937479496002197,train
ICD10-I31,CID-5362116,1.0,0.9992708563804626,train
ICD10-R52.0,CID-9838022,1.0,0.922577440738678,train
ICD10-C82.6,CID-9829523,1.0,0.9982665181159973,train
ICD10-N48.4,CID-110635,1.0,0.7411258816719055,train
ICD10-G45.8,CID-5328,0.0,0.8298283815383911,train
ICD10-C90.3,CID-40973,0.0,0.025551117956638336,train
ICD10-I11,CID-208898,0.0,0.9175464510917664,train
ICD10-C34.8,CID-11626560,1.0,0.9087837338447571,train
ICD10-J70.1,CID-5282219,1.0,0.9896663427352905,train
ICD10-I09.2,CID-2244,1.0,0.9825063943862915,train
ICD10-G43,CID-3194,0.0,0.027255667373538017,train
ICD10-B51,CID-65664,1.0,0.9985954165458679,train
ICD10-A17.8,CID-3639,0.0,0.0064954571425914764,train
ICD10-O03.7,CID-5282415,1.0,0.997864305973053,train
ICD10-M79.0,CID-4107,1.0,0.9982824325561523,train
ICD10-M85.8,CID-667484,0.0,0.044241271913051605,train
ICD10-C81.2,CID-90480031,1.0,0.9994087219238281,train
ICD10-I83.1,CID-9568614,1.0,0.9989802241325378,train
ICD10-I30.1,CID-5362116,1.0,0.9992008805274963,train
ICD10-N36.3,CID-42613186,1.0,0.9956634640693665,train
ICD10-I09.0,CID-60823,1.0,0.996027946472168,train
ICD10-E83.8,CID-5458180,1.0,0.9981030225753784,train
ICD10-B77,CID-4680,0.0,0.00968022271990776,train
ICD10-C95.9,CID-90480031,1.0,0.9992501139640808,train
ICD10-M02.0,CID-2576,1.0,0.9981064796447754,train
ICD10-I71,CID-132706,0.0,0.015406221151351929,train
ICD10-B41,CID-5360373,0.0,0.04664941504597664,train
ICD10-I36.0,CID-2811,0.0,0.004415166098624468,train
ICD10-E53.8,CID-7029,0.0,0.007262261584401131,train
ICD10-C61,CID-16417,1.0,0.2227010279893875,train
ICD10-M93.9,CID-5235,1.0,0.9959853291511536,train
ICD10-M14.8,CID-3331,0.0,0.008945472538471222,train
ICD10-E61.8,CID-71360,0.0,0.20110730826854706,train
ICD10-M22.8,CID-8982,0.0,0.014637394808232784,train
ICD10-F51.9,CID-3380,1.0,0.964747965335846,train
ICD10-F41.0,CID-4890,1.0,0.9750960469245911,train
ICD10-F33.1,CID-667477,1.0,0.9209744334220886,train
ICD10-C34.8,CID-71731823,1.0,0.9876207709312439,train
ICD10-I49.8,CID-439501,1.0,0.9605177640914917,train
ICD10-I35.1,CID-445629,0.0,0.04600879177451134,train
ICD10-I23.2,CID-5311064,1.0,0.9953063130378723,train
ICD10-I51.4,CID-16130966,0.0,0.010843772441148758,train
ICD10-O07.2,CID-5397,0.0,0.025805659592151642,train
ICD10-I42.7,CID-104865,0.0,0.7216491103172302,train
ICD10-N32.0,CID-3229,1.0,0.9779520034790039,train
ICD10-R11,CID-2342,1.0,0.7716425657272339,train
ICD10-I70.2,CID-23897,0.0,0.003923596814274788,train
ICD10-E11,CID-16139342,1.0,0.163394033908844,train
ICD10-R60,CID-4201,0.0,0.03638041764497757,train
ICD10-I73.0,CID-16850,1.0,0.99530029296875,train
ICD10-N34.1,CID-1990,1.0,0.8244514465332031,train
ICD10-I50.1,CID-28620,1.0,0.34819579124450684,train
ICD10-E78.5,CID-1060,0.0,0.10927295684814453,train
ICD10-Q84.1,CID-443943,1.0,0.9978154897689819,train
ICD10-K86.1,CID-5282430,1.0,0.9851638078689575,train
ICD10-I97.1,CID-517045,0.0,0.0019930843263864517,train
ICD10-E50.0,CID-135398658,1.0,0.9978356957435608,train
ICD10-E50.3,CID-3830,0.0,0.017088264226913452,train
ICD10-E63.0,CID-23724967,0.0,0.0030522688757628202,train
ICD10-D69.6,CID-938,0.0,0.03977925702929497,train
ICD10-F33.3,CID-11450633,0.0,0.024264004081487656,train
ICD10-M08.8,CID-2576,1.0,0.9972757697105408,train
ICD10-I77,CID-156320,1.0,0.994513750076294,train
ICD10-M17,CID-7741,0.0,0.004852614365518093,train
ICD10-J39.0,CID-65781,1.0,0.9962594509124756,train
ICD10-F40.1,CID-47641,0.0,0.009402835741639137,train
ICD10-I15,CID-129228,0.0,0.2879267930984497,train
ICD10-F40.0,CID-68861,0.0,0.012611035257577896,train
ICD10-J45,CID-50942,1.0,0.4262205958366394,train
ICD10-H18,CID-54678486,0.0,0.026096316054463387,train
ICD10-I73.8,CID-5311068,0.0,0.003378861118108034,train
ICD10-B50.0,CID-54690031,0.0,0.009555359371006489,train
ICD10-J20.6,CID-5282219,1.0,0.9520716667175293,train
ICD10-M12.3,CID-2576,1.0,0.9982813596725464,train
ICD10-B67.8,CID-4421,0.0,0.03055567666888237,train
ICD10-F33.1,CID-2160,1.0,0.9470921158790588,train
ICD10-L29.1,CID-443943,1.0,0.9993711113929749,train
ICD10-E59,CID-5360696,0.0,0.008645134046673775,train
ICD10-E84.8,CID-165675,0.0,0.02073715254664421,train
ICD10-J12,CID-10077130,0.0,0.008802979253232479,train
ICD10-B75,CID-24181126,0.0,0.006479432340711355,train
ICD10-L23.1,CID-443943,1.0,0.9984429478645325,train
ICD10-I10,CID-2733,0.0,0.3829200863838196,train
ICD10-M08.2,CID-6439929,1.0,0.9971336126327515,train
ICD10-B65,CID-5467,0.0,0.024624532088637352,train
ICD10-L70.0,CID-2266,1.0,0.9967880249023438,train
ICD10-A18.6,CID-4184,0.0,0.017726341262459755,train
ICD10-C86.4,CID-49803313,1.0,0.9938156604766846,train
ICD10-I88.0,CID-5362116,1.0,0.9986271858215332,train
ICD10-F32.3,CID-5360515,0.0,0.020564444363117218,train
ICD10-I50.1,CID-124087,0.0,0.014891702681779861,train
ICD10-Z00.4,CID-5485198,0.0,0.00468823267146945,train
ICD10-G44.8,CID-19861,0.0,0.06213574483990669,train
ICD10-O07.3,CID-6436406,1.0,0.9769759774208069,train
ICD10-I86.1,CID-443873,1.0,0.9979115128517151,train
ICD10-I45.1,CID-5311064,1.0,0.9991325736045837,train
ICD10-E54,CID-2471,0.0,0.002951753791421652,train
ICD10-I37.2,CID-3369,0.0,0.009483052417635918,train
ICD10-E50.0,CID-1110,1.0,0.9932653903961182,train
ICD10-K82.3,CID-59768,0.0,0.011575441807508469,train
ICD10-A48.0,CID-247839,0.0,0.008985534310340881,train
ICD10-I77,CID-5526,0.0,0.0074253384955227375,train
ICD10-I95.1,CID-31401,0.0,0.004674750845879316,train
ICD10-L87,CID-247839,0.0,0.04681030660867691,train
ICD10-I15,CID-91270,1.0,0.43655577301979065,train
ICD10-I85.0,CID-49803313,0.0,0.0064318496733903885,train
ICD10-F80.8,CID-5826,1.0,0.9699634909629822,train
ICD10-I05.0,CID-9904,0.0,0.005423538852483034,train
ICD10-I07.1,CID-3599,0.0,0.01334107480943203,train
ICD10-I71,CID-6438378,0.0,0.03223403915762901,train
ICD10-I15,CID-5362119,1.0,0.7578990459442139,train
ICD10-E85.0,CID-2441,0.0,0.015078590251505375,train
ICD10-M47.8,CID-5460341,0.0,0.003185495501384139,train
ICD10-I71.6,CID-123935,0.0,0.008240893483161926,train
ICD10-I23.2,CID-16132393,0.0,0.01167264860123396,train
ICD10-F31,CID-444025,0.0,0.017577681690454483,train
ICD10-N36.1,CID-11567473,1.0,0.9928083419799805,train
ICD10-E53.8,CID-56603701,0.0,0.004209804814308882,train
ICD10-E11,CID-449171,0.0,0.13756754994392395,train
ICD10-C34.8,CID-6041,0.0,0.020964451134204865,train
ICD10-B47.0,CID-5486971,0.0,0.014988204464316368,train
ICD10-M81.0,CID-5756,0.0,0.01463710330426693,train
ICD10-R52.0,CID-9818306,0.0,0.17461051046848297,train
ICD10-I39.0,CID-9926791,0.0,0.011628531850874424,train
ICD10-C92.2,CID-5238,0.0,0.06601007282733917,train
ICD10-I07.2,CID-24244,0.0,0.008151751942932606,train
ICD10-J85.1,CID-5282219,1.0,0.986233115196228,train
ICD10-F94.0,CID-3518,0.0,0.004901764448732138,train
ICD10-E85.0,CID-444008,1.0,0.9989951252937317,train
ICD10-E75,CID-5078,0.0,0.008037789724767208,train
ICD10-I79.8,CID-71992,1.0,0.9969966411590576,train
ICD10-H40.4,CID-9601226,0.0,0.0886005088686943,train
ICD10-C86.2,CID-126565,1.0,0.9910169839859009,train
ICD10-I37.0,CID-9568614,1.0,0.9988227486610413,train
ICD10-I23.4,CID-32778,0.0,0.013982933945953846,train
ICD10-I28,CID-16850,1.0,0.9885764718055725,train
ICD10-I49.3,CID-23676225,0.0,0.005336873233318329,train
ICD10-M22.4,CID-156391,1.0,0.9769435524940491,train
ICD10-E03.9,CID-20585,0.0,0.01279627624899149,train
ICD10-M41,CID-26758,0.0,0.010949741117656231,train
ICD10-I85,CID-5311064,1.0,0.9990838766098022,train
ICD10-N34,CID-4935,0.0,0.002875277306884527,train
ICD10-G20,CID-3151,0.0,0.37089744210243225,train
ICD10-E06,CID-439260,0.0,0.08705313503742218,train
ICD10-M06.0,CID-6439929,1.0,0.9972023963928223,train
ICD10-F80.9,CID-1110,0.0,0.7576046586036682,train
ICD10-I86.8,CID-6918245,0.0,0.008682742714881897,train
ICD10-R56,CID-151075,0.0,0.019169192761182785,train
ICD10-I42.4,CID-222786,0.0,0.017461536452174187,train
ICD10-I86.0,CID-5282411,0.0,0.015847228467464447,train
ICD10-I33.9,CID-4236,0.0,0.0028843991458415985,train
ICD10-I77,CID-443873,1.0,0.9979159235954285,train
ICD10-I39.0,CID-5311309,0.0,0.020988192409276962,train
ICD10-E70.8,CID-444008,1.0,0.9970292448997498,train
ICD10-G58.0,CID-4054,0.0,0.08860907703638077,train
ICD10-C50,CID-3657,0.0,0.19662335515022278,train
ICD10-T62.2,CID-3406,1.0,0.9571760892868042,train
ICD10-M42,CID-2576,1.0,0.9991793036460876,train
ICD10-J45,CID-34875,1.0,0.6688452959060669,train
ICD10-I82.1,CID-61635,0.0,0.008334682323038578,train
ICD10-I80.0,CID-6140,0.0,0.0032841532956808805,train
ICD10-I12,CID-443873,1.0,0.9977109432220459,train
ICD10-K83.0,CID-16129665,1.0,0.9983988404273987,train
ICD10-I77.1,CID-3698,1.0,0.9878117442131042,train
ICD10-J16.0,CID-56603655,0.0,0.01795082911849022,train
ICD10-C84.1,CID-71657455,1.0,0.9995214939117432,train
ICD10-C93.0,CID-2145,0.0,0.0029306181240826845,train
ICD10-I09.2,CID-9568614,1.0,0.9985455274581909,train
ICD10-C86.6,CID-54454,0.0,0.04506690800189972,train
ICD10-M24,CID-2576,1.0,0.9966187477111816,train
ICD10-K58,CID-5362436,1.0,0.9921618103981018,train
ICD10-B36,CID-1549008,1.0,0.9971184730529785,train
ICD10-B53,CID-9571037,1.0,0.9921770691871643,train
ICD10-K27,CID-28693,0.0,0.04615871608257294,train
ICD10-I51.8,CID-2244,1.0,0.9915948510169983,train
ICD10-I77.0,CID-446155,0.0,0.023654213175177574,train
ICD10-F41,CID-11167602,0.0,0.032970916479825974,train
ICD10-J11,CID-65781,1.0,0.9962601661682129,train
ICD10-O00.2,CID-6445540,0.0,0.013209383934736252,train
ICD10-G41.2,CID-4060,1.0,0.9762378931045532,train
ICD10-E72.8,CID-636369,1.0,0.9957913160324097,train
ICD10-H18,CID-175805,1.0,0.8901398777961731,train
ICD10-A19,CID-3767,1.0,0.9787986874580383,train
ICD10-L12,CID-6305,0.0,0.012210081331431866,train
ICD10-I82.1,CID-2244,1.0,0.9959449172019958,train
ICD10-I80.3,CID-2244,1.0,0.9931458234786987,train
ICD10-F41,CID-2441,1.0,0.9251009225845337,train
ICD10-G97.8,CID-1548943,1.0,0.9643164277076721,train
ICD10-M10.9,CID-6439929,1.0,0.995927631855011,train
ICD10-I89.0,CID-11156438,0.0,0.005853414535522461,train
ICD10-J66.8,CID-3019,0.0,0.007805855944752693,train
ICD10-E74.2,CID-11519741,0.0,0.0046444423496723175,train
ICD10-F33.8,CID-2160,1.0,0.9942751526832581,train
ICD10-C94,CID-90480031,1.0,0.9994475245475769,train
ICD10-I09.8,CID-60823,1.0,0.9969432950019836,train
ICD10-J15.7,CID-4100,0.0,0.009466422721743584,train
ICD10-N36.3,CID-6604200,1.0,0.8888265490531921,train
ICD10-I70.8,CID-9568614,1.0,0.9991546869277954,train
ICD10-C83.0,CID-90480031,1.0,0.9996470212936401,train
ICD10-E50.5,CID-5362124,0.0,0.0132670933380723,train
ICD10-E83.2,CID-444008,1.0,0.9984855055809021,train
ICD10-O06.3,CID-5288826,0.0,0.0039174966514110565,train
ICD10-M85,CID-146570,0.0,0.005239072721451521,train
ICD10-N36.0,CID-5344,1.0,0.9895151853561401,train
ICD10-I47.1,CID-5362116,1.0,0.9991713762283325,train
ICD10-E71.2,CID-443873,0.0,0.29532724618911743,train
ICD10-M21.3,CID-27812,0.0,0.010901947505772114,train
ICD10-I97.2,CID-71992,1.0,0.9970831274986267,train
ICD10-Z00.0,CID-11672461,1.0,0.9978686571121216,train
ICD10-B81.0,CID-5826,0.0,0.008213763125240803,train
ICD10-L52,CID-37464,0.0,0.008340059779584408,train
ICD10-G40.7,CID-56016,0.0,0.011684173718094826,train
ICD10-I20.8,CID-383414,0.0,0.01089382078498602,train
ICD10-I49.5,CID-3698,1.0,0.9955272078514099,train
ICD10-S27.3,CID-72722243,1.0,0.9885231852531433,train
ICD10-M08,CID-71401,0.0,0.017685240134596825,train
ICD10-M23,CID-166583,0.0,0.004871726967394352,train
ICD10-O06.7,CID-6434572,1.0,0.995724081993103,train
ICD10-G40.6,CID-27991,0.0,0.03366784006357193,train
ICD10-F23,CID-297,0.0,0.10376135259866714,train
ICD10-E12,CID-4870,0.0,0.07300227880477905,train
ICD10-M12.1,CID-151075,1.0,0.9942765831947327,train
ICD10-M11.0,CID-16667669,1.0,0.9963498115539551,train
ICD10-C86.6,CID-637,1.0,0.9963330030441284,train
ICD10-Z01.0,CID-4099,0.0,0.00883853156119585,train
ICD10-J17.2,CID-3084049,0.0,0.006212527863681316,train
ICD10-I05.1,CID-753,0.0,0.007286790292710066,train
ICD10-I47.2,CID-2809,0.0,0.003378899535164237,train
ICD10-B52.9,CID-11622909,0.0,0.012826398946344852,train
ICD10-K80,CID-5282430,1.0,0.9846915602684021,train
ICD10-A19,CID-3036108,1.0,0.9978142976760864,train
ICD10-G57.8,CID-9924495,1.0,0.996740996837616,train
ICD10-I05.2,CID-16850,1.0,0.9755489826202393,train
ICD10-E89.2,CID-4173,0.0,0.005112344399094582,train
ICD10-N30.1,CID-4421,1.0,0.9973074197769165,train
ICD10-I97.2,CID-49806720,0.0,0.007236797828227282,train
ICD10-N36.2,CID-73303,1.0,0.9345964789390564,train
ICD10-F34.1,CID-3059,0.0,0.01643131487071514,train
ICD10-M21,CID-5090,1.0,0.9913837909698486,train
ICD10-I50,CID-145068,0.0,0.6496008038520813,train
ICD10-I12,CID-13559281,0.0,0.07124410569667816,train
ICD10-B47.0,CID-5362119,0.0,0.0122581971809268,train
ICD10-E83.0,CID-5994,0.0,0.004841940943151712,train
ICD10-O03.7,CID-5281081,0.0,0.006823942065238953,train
ICD10-O00.2,CID-1349907,0.0,0.01833662949502468,train
ICD10-M22,CID-3033,1.0,0.97364342212677,train
ICD10-A42.0,CID-439260,1.0,0.9971332550048828,train
ICD10-I72.3,CID-5311064,1.0,0.9985339641571045,train
ICD10-M06.0,CID-25183872,0.0,0.039411794394254684,train
ICD10-I15,CID-11953891,1.0,0.9865041971206665,train
ICD10-E14,CID-3386,0.0,0.031648680567741394,train
ICD10-L21.1,CID-443943,1.0,0.9988586902618408,train
ICD10-M65.4,CID-6126,0.0,0.007413442246615887,train
ICD10-F41.8,CID-23676225,0.0,0.008188456296920776,train
ICD10-I48.1,CID-71992,1.0,0.31878119707107544,train
ICD10-C82.2,CID-9829523,1.0,0.9883374571800232,train
ICD10-M24.2,CID-4369359,0.0,0.006459008436650038,train
ICD10-F84.2,CID-2153,0.0,0.00429554982110858,train
ICD10-J20,CID-5282219,1.0,0.9803418517112732,train
ICD10-F33.3,CID-2995,1.0,0.9938668608665466,train
ICD10-E46,CID-4004,0.0,0.007223460357636213,train
ICD10-R42,CID-2756,0.0,0.0062910765409469604,train
ICD10-C91.4,CID-439299,1.0,0.997940719127655,train
ICD10-I35.2,CID-3741,1.0,0.9962730407714844,train
ICD10-H40.1,CID-8730,0.0,0.011486336588859558,train
ICD10-F41.8,CID-6099,0.0,0.006269991863518953,train
ICD10-L30.8,CID-5430,0.0,0.2217903584241867,train
ICD10-N36.0,CID-122262,0.0,0.04089464247226715,train
ICD10-F33.4,CID-2882,0.0,0.015205870382487774,train
ICD10-I33.0,CID-64929,1.0,0.9928741455078125,train
ICD10-E77.8,CID-2369,0.0,0.003982587717473507,train
ICD10-I49.0,CID-3559,0.0,0.00339330337010324,train
ICD10-C94.7,CID-34633,0.0,0.00587364612147212,train
ICD10-I50.0,CID-56972160,0.0,0.03593961149454117,train
ICD10-F93.0,CID-8271,1.0,0.9861607551574707,train
ICD10-I78.1,CID-4011,0.0,0.004660716280341148,train
ICD10-J30,CID-716121,1.0,0.6775611639022827,train
ICD10-I21.4,CID-198614,0.0,0.04254532232880592,train
ICD10-R52.0,CID-3059,1.0,0.6308374404907227,train
ICD10-M21.0,CID-3463,0.0,0.005865771789103746,train
