disease,map
ICD10-E76.1,207631
ICD10-S62.3,207632
ICD10-E71.110,207633
ICD10-I25.5,207634
ICD10-L74,207635
ICD10-L25.9,207636
ICD10-S92.3,207637
ICD10-K86.1,207638
ICD10-S76.2,207639
ICD10-K66.8,207640
ICD10-R29.810,207641
ICD10-H04.20,207642
ICD10-M88,207643
ICD10-N25,207644
ICD10-H27.1,207645
ICD10-I20.0,207646
ICD10-J67.2,207647
ICD10-K74.5,207648
ICD10-H05.20,207649
ICD10-N36.2,207650
ICD10-L12.8,207651
ICD10-E22.0,207652
ICD10-I42.1,207653
ICD10-D47.Z1,207654
ICD10-S83.4,207655
ICD10-S57.0,207656
ICD10-G30.0,207657
ICD10-D07.0,207658
ICD10-E72.12,207659
ICD10-C46.8,207660
ICD10-B00.9,207661
ICD10-H93.19,207662
ICD10-L24.2,207663
ICD10-H40.1,207664
ICD10-A51.3,207665
ICD10-D46.2,207666
ICD10-G45.3,207667
ICD10-D49.0,207668
ICD10-E70.319,207669
ICD10-G81.1,207670
ICD10-S67,207671
ICD10-D10.9,207672
ICD10-E07.1,207673
ICD10-A52.0,207674
ICD10-H27.0,207675
ICD10-B72,207676
ICD10-D38,207677
ICD10-P21,207678
ICD10-Q74.3,207679
ICD10-K40-K46,207680
ICD10-L73.1,207681
ICD10-Q69.2,207682
ICD10-G35,207683
ICD10-N15.9,207684
ICD10-E83.42,207685
ICD10-D73,207686
ICD10-C37,207687
ICD10-N98.0,207688
ICD10-J30.3,207689
ICD10-N87.2,207690
ICD10-S38.0,207691
ICD10-G80.4,207692
ICD10-J15.0,207693
ICD10-A88.0,207694
ICD10-S71.7,207695
ICD10-G00.9,207696
ICD10-C10.8,207697
ICD10-H01.9,207698
ICD10-A55,207699
ICD10-I31.4,207700
ICD10-B44,207701
ICD10-H16.40,207702
ICD10-P58.5,207703
ICD10-F41.1,207704
ICD10-D24,207705
ICD10-I87.1,207706
ICD10-M23.4,207707
ICD10-I80.9,207708
ICD10-A77.8,207709
ICD10-S59.7,207710
ICD10-J67,207711
ICD10-J84.02,207712
ICD10-F06,207713
ICD10-F40,207714
ICD10-P27.8,207715
ICD10-Q66.0,207716
ICD10-H33.1,207717
ICD10-E88.02,207718
ICD10-K73,207719
ICD10-L65.9,207720
ICD10-T78.3,207721
ICD10-T11,207722
ICD10-S20.0,207723
ICD10-C45.1,207724
ICD10-L24.3,207725
ICD10-D70.4,207726
ICD10-I49.01,207727
ICD10-L98.8,207728
ICD10-Q35.3,207729
ICD10-D56.4,207730
ICD10-O03.0,207731
ICD10-I33.9,207732
ICD10-H33.10,207733
ICD10-C51-C58,207734
ICD10-D52.9,207735
ICD10-I61.0,207736
ICD10-C23,207737
ICD10-G36.1,207738
ICD10-M32.14,207739
ICD10-Q50.0,207740
ICD10-S52.1,207741
ICD10-E13.8,207742
ICD10-H57.10,207743
ICD10-R07.9,207744
ICD10-A75.2,207745
ICD10-N97,207746
ICD10-H31.21,207747
ICD10-D68.59,207748
ICD10-I63.9,207749
ICD10-M14,207750
ICD10-H53.51,207751
ICD10-M86.8,207752
ICD10-S01.1,207753
ICD10-L20.0,207754
ICD10-K70,207755
ICD10-J41.1,207756
ICD10-J31,207757
ICD10-Q21,207758
ICD10-M48.2,207759
ICD10-C69.5,207760
ICD10-H18.04,207761
ICD10-A83.3,207762
ICD10-N48.4,207763
ICD10-H91.1,207764
ICD10-N97.2,207765
ICD10-K57.1,207766
ICD10-B66,207767
ICD10-I73.8,207768
ICD10-T09.4,207769
ICD10-R56.0,207770
ICD10-E28.319,207771
ICD10-L66.0,207772
ICD10-K05,207773
ICD10-S34.5,207774
ICD10-M24.7,207775
ICD10-N11,207776
ICD10-D13.4,207777
ICD10-H10.51,207778
ICD10-N26.9,207779
ICD10-G23.1,207780
ICD10-C78.7,207781
ICD10-B80,207782
ICD10-E72.51,207783
ICD10-Q78.8,207784
ICD10-K14.0,207785
ICD10-N80.5,207786
ICD10-C41.3,207787
ICD10-F40.9,207788
ICD10-E63.9,207789
ICD10-A18,207790
ICD10-R71.8,207791
ICD10-G56,207792
ICD10-M12.2,207793
ICD10-H57.04,207794
ICD10-M84.1,207795
ICD10-Z11.6,207796
ICD10-P14.1,207797
ICD10-E01,207798
ICD10-N06,207799
ICD10-H50.3,207800
ICD10-M62.4,207801
ICD10-I77.3,207802
ICD10-M66.1,207803
ICD10-M24.6,207804
ICD10-A31.9,207805
ICD10-Q81.2,207806
ICD10-S36.3,207807
ICD10-G21.9,207808
ICD10-R29.3,207809
ICD10-G46.3,207810
ICD10-E70.3,207811
ICD10-D64.3,207812
ICD10-R19.7,207813
ICD10-G46.1,207814
ICD10-K44.9,207815
ICD10-H44.7,207816
ICD10-A84.0,207817
ICD10-T92.4,207818
ICD10-D69.41,207819
ICD10-P11.5,207820
ICD10-E71.41,207821
ICD10-E78.00,207822
ICD10-N61,207823
ICD10-F98.6,207824
ICD10-C41.1,207825
ICD10-G71.02,207826
ICD10-I23.8,207827
ICD10-Z12.0,207828
ICD10-M20.4,207829
ICD10-E71.312,207830
ICD10-B22.0,207831
ICD10-C78.3,207832
ICD10-N80.1,207833
ICD10-E23.0,207834
ICD10-N95.0,207835
ICD10-N25.89,207836
ICD10-S43.7,207837
ICD10-S45,207838
ICD10-D86.9,207839
ICD10-T07,207840
ICD10-M26.213,207841
ICD10-S15.0,207842
ICD10-G57.0,207843
ICD10-S90.7,207844
ICD10-F81.2,207845
ICD10-E89.2,207846
ICD10-Q71.4,207847
ICD10-F06.3,207848
ICD10-C17,207849
ICD10-S43.3,207850
ICD10-I05.2,207851
ICD10-M26.609,207852
ICD10-K10.2,207853
ICD10-L65.8,207854
ICD10-H04,207855
ICD10-S33.3,207856
ICD10-D81.8,207857
ICD10-A19,207858
ICD10-Q67.2,207859
ICD10-S86.2,207860
ICD10-D09.0,207861
ICD10-G90.9,207862
ICD10-E85.1,207863
ICD10-H35.5,207864
ICD10-L85.0,207865
ICD10-J21.8,207866
ICD10-J66.2,207867
ICD10-K62.6,207868
ICD10-E11.40,207869
ICD10-C46.9,207870
ICD10-C71,207871
ICD10-G11.4,207872
ICD10-D38.2,207873
ICD10-D05.10,207874
ICD10-K50.0,207875
ICD10-E75.243,207876
ICD10-H81.0,207877
ICD10-S12,207878
ICD10-F44.0,207879
ICD10-F02.2,207880
ICD10-S23.3,207881
ICD10-R54,207882
ICD10-C74.10,207883
ICD10-A54,207884
ICD10-N93.8,207885
ICD10-B34.0,207886
ICD10-F20.0,207887
ICD10-S95.1,207888
ICD10-S56,207889
ICD10-Q82.8,207890
ICD10-L40.4,207891
ICD10-I69.0,207892
ICD10-E80.4,207893
ICD10-T14,207894
ICD10-A51.2,207895
ICD10-T01,207896
ICD10-C46,207897
ICD10-B37.9,207898
ICD10-N88.2,207899
ICD10-D39.1,207900
ICD10-S74.2,207901
ICD10-F06.5,207902
ICD10-J21,207903
ICD10-H53.5,207904
ICD10-D38.0,207905
ICD10-M71.4,207906
ICD10-H11.2,207907
ICD10-C11.9,207908
ICD10-S03.1,207909
ICD10-S50.0,207910
ICD10-O45.90,207911
ICD10-D86,207912
ICD10-S80.0,207913
ICD10-K63.3,207914
ICD10-Q60,207915
ICD10-G83.5,207916
ICD10-H11.9,207917
ICD10-J63.5,207918
ICD10-Q90.9,207919
ICD10-K22.4,207920
ICD10-B55.0,207921
ICD10-C10.3,207922
ICD10-H93.3,207923
ICD10-A15.0,207924
ICD10-C15-C26,207925
ICD10-I24.9,207926
ICD10-I69.8,207927
ICD10-W19,207928
ICD10-C94.2,207929
ICD10-I37.0,207930
ICD10-I42.9,207931
ICD10-Q66.8,207932
ICD10-S36.8,207933
ICD10-C26.9,207934
ICD10-M72.2,207935
ICD10-C32.1,207936
ICD10-S21.7,207937
ICD10-Q75.2,207938
ICD10-N32.81,207939
ICD10-C51.9,207940
ICD10-G72,207941
ICD10-Z11.0,207942
ICD10-Z03.0,207943
ICD10-J99.8,207944
ICD10-B41,207945
ICD10-D80.0,207946
ICD10-G45.4,207947
ICD10-I44.30,207948
ICD10-A42.0,207949
ICD10-A77.1,207950
ICD10-Q25.1,207951
ICD10-I72.4,207952
ICD10-D13.5,207953
ICD10-H53.4,207954
ICD10-C31,207955
ICD10-F50.0,207956
ICD10-Q85.03,207957
ICD10-E26.0,207958
ICD10-L71.8,207959
ICD10-S94.3,207960
ICD10-E75.25,207961
ICD10-R86.9,207962
ICD10-A09,207963
ICD10-M12.1,207964
ICD10-Q17.2,207965
ICD10-K65.9,207966
ICD10-G83.1,207967
ICD10-Q93.51,207968
ICD10-G71.8,207969
ICD10-H31.3,207970
ICD10-I85.00,207971
ICD10-R09.02,207972
ICD10-Q70.0,207973
ICD10-M81,207974
ICD10-L50,207975
ICD10-S28.1,207976
ICD10-N45.0,207977
ICD10-T09.5,207978
ICD10-D37.1,207979
ICD10-R11.1,207980
ICD10-F14.2,207981
ICD10-Z00.0,207982
ICD10-I25.9,207983
ICD10-G70-G73,207984
ICD10-K71.7,207985
ICD10-N13.7,207986
ICD10-A36.3,207987
ICD10-H03.0,207988
ICD10-M17.9,207989
ICD10-I24.1,207990
ICD10-S27.3,207991
ICD10-G43.901,207992
ICD10-M72,207993
ICD10-E04.2,207994
ICD10-S43.6,207995
ICD10-C47,207996
ICD10-B66.5,207997
ICD10-R25.0,207998
ICD10-K90,207999
ICD10-L12,208000
ICD10-K22.9,208001
ICD10-K01.1,208002
ICD10-K57,208003
ICD10-S66.2,208004
ICD10-H34.8,208005
ICD10-H36.0,208006
ICD10-C34.91,208007
ICD10-G43,208008
ICD10-F24,208009
ICD10-B55.1,208010
ICD10-L91,208011
ICD10-Q38.3,208012
ICD10-L60,208013
ICD10-N76.8,208014
ICD10-I50,208015
ICD10-K51.5,208016
ICD10-S96.2,208017
ICD10-I28.0,208018
ICD10-K14.2,208019
ICD10-G12.25,208020
ICD10-J44.1,208021
ICD10-K64.4,208022
ICD10-J33.9,208023
ICD10-P55.1,208024
ICD10-N30.9,208025
ICD10-N92.1,208026
ICD10-T57.0X,208027
ICD10-Z11.4,208028
ICD10-B65.0,208029
ICD10-A36.1,208030
ICD10-G62.9,208031
ICD10-G58.8,208032
ICD10-H80,208033
ICD10-N43.3,208034
ICD10-B48.1,208035
ICD10-I71.9,208036
ICD10-F11,208037
ICD10-G11.0,208038
ICD10-P11.0,208039
ICD10-O02.1,208040
ICD10-R61.1,208041
ICD10-G44.2,208042
ICD10-P91.2,208043
ICD10-K72.91,208044
ICD10-D38.4,208045
ICD10-D47.09,208046
ICD10-K13.0,208047
ICD10-P10.2,208048
ICD10-I07.1,208049
ICD10-E75.29,208050
ICD10-C15,208051
ICD10-F51.12,208052
ICD10-K04.2,208053
ICD10-K76.0,208054
ICD10-M60.2,208055
ICD10-G47.33,208056
ICD10-G31.9,208057
ICD10-J15.1,208058
ICD10-S94.7,208059
ICD10-I72.5,208060
ICD10-M35.8,208061
ICD10-J69.0,208062
ICD10-L50.5,208063
ICD10-N92.3,208064
ICD10-K03.7,208065
ICD10-E78.3,208066
ICD10-Z10.0,208067
ICD10-G57.3,208068
ICD10-L85.1,208069
ICD10-K03.6,208070
ICD10-Q80.2,208071
ICD10-J95.5,208072
ICD10-L98.9,208073
ICD10-J95.4,208074
ICD10-R09.89,208075
ICD10-F41,208076
ICD10-M33,208077
ICD10-G47.411,208078
ICD10-N41,208079
ICD10-M51.3,208080
ICD10-J84.9,208081
ICD10-H33.40,208082
ICD10-M40.20,208083
ICD10-Z30,208084
ICD10-G61.8,208085
ICD10-H52.31,208086
ICD10-B69.0,208087
ICD10-B37.0,208088
ICD10-F41.0,208089
ICD10-S23.0,208090
ICD10-E10-E14,208091
ICD10-B74.2,208092
ICD10-H71.90,208093
ICD10-A32.1,208094
ICD10-K74.0,208095
ICD10-C47.8,208096
ICD10-R06,208097
ICD10-M54,208098
ICD10-K51.4,208099
ICD10-J67.3,208100
ICD10-A86,208101
ICD10-C10.2,208102
ICD10-L58,208103
ICD10-A80.9,208104
ICD10-G71.11,208105
ICD10-B34.1,208106
ICD10-T14.2,208107
ICD10-D52.8,208108
ICD10-E87.70,208109
ICD10-I72.1,208110
ICD10-C81.3,208111
ICD10-Q17.1,208112
ICD10-S65.7,208113
ICD10-N52,208114
ICD10-K42,208115
ICD10-Q22.1,208116
ICD10-H51,208117
ICD10-I35.1,208118
ICD10-P50.2,208119
ICD10-Q99,208120
ICD10-J69.8,208121
ICD10-E83.3,208122
ICD10-F48.9,208123
ICD10-D10.3,208124
ICD10-H66.2,208125
ICD10-G03.2,208126
ICD10-S06.4,208127
ICD10-S22.8,208128
ICD10-C68.8,208129
ICD10-E70.21,208130
ICD10-F45.9,208131
ICD10-J39.8,208132
ICD10-L08.8,208133
ICD10-G90,208134
ICD10-M32.8,208135
ICD10-Q72.2,208136
ICD10-F23,208137
ICD10-G93.41,208138
ICD10-M75.8,208139
ICD10-O99.1,208140
ICD10-H11.1,208141
ICD10-K65.8,208142
ICD10-M85.2,208143
ICD10-M90.4,208144
ICD10-I70.1,208145
ICD10-I15.0,208146
ICD10-M46.2,208147
ICD10-Z02.6,208148
ICD10-J03.8,208149
ICD10-K20-K31,208150
ICD10-I39.0,208151
ICD10-S75.7,208152
ICD10-C08,208153
ICD10-S27.0,208154
ICD10-L89.0,208155
ICD10-J12.3,208156
ICD10-M85.5,208157
ICD10-H35.4,208158
ICD10-L23.9,208159
ICD10-S53,208160
ICD10-E14.8,208161
ICD10-N42.3,208162
ICD10-Z03.1,208163
ICD10-E70.330,208164
ICD10-G23.8,208165
ICD10-I09,208166
ICD10-J15,208167
ICD10-R73.03,208168
ICD10-K59.0,208169
ICD10-S64.1,208170
ICD10-T26,208171
ICD10-K00.5,208172
ICD10-M02.3,208173
ICD10-F94.2,208174
ICD10-M45-M49,208175
ICD10-S72.1,208176
ICD10-B74.4,208177
ICD10-I67.9,208178
ICD10-S85,208179
ICD10-B39.5,208180
ICD10-S12.7,208181
ICD10-G93.6,208182
ICD10-H66.1,208183
ICD10-N95.2,208184
ICD10-Z12.4,208185
ICD10-S80.7,208186
ICD10-E83,208187
ICD10-M85.8,208188
ICD10-L56.4,208189
ICD10-F14.9,208190
ICD10-I89.1,208191
ICD10-Q87.8,208192
ICD10-K63.2,208193
ICD10-M88.8,208194
ICD10-O00.2,208195
ICD10-K52.9,208196
ICD10-I80,208197
ICD10-S65.8,208198
ICD10-Q35.1,208199
ICD10-I62.1,208200
ICD10-G10,208201
ICD10-J42,208202
ICD10-F52.3,208203
ICD10-M12.10,208204
ICD10-K74,208205
ICD10-F43.1,208206
ICD10-T23.7,208207
ICD10-S60.0,208208
ICD10-K63.5,208209
ICD10-A68,208210
ICD10-B65.1,208211
ICD10-T56.0X1,208212
ICD10-H47.6,208213
ICD10-S06.2,208214
ICD10-K08.1,208215
ICD10-S53.0,208216
ICD10-E26.81,208217
ICD10-D16.6,208218
ICD10-G31.83,208219
ICD10-S50,208220
ICD10-Q85.01,208221
ICD10-G00.2,208222
ICD10-N01,208223
ICD10-B77,208224
ICD10-Q33.0,208225
ICD10-I75,208226
ICD10-B73,208227
ICD10-K59.1,208228
ICD10-Z02.4,208229
ICD10-C00-C75,208230
ICD10-G93.3,208231
ICD10-H02.0,208232
ICD10-N20.2,208233
ICD10-E87.1,208234
ICD10-H25-H28,208235
ICD10-K90.8,208236
ICD10-F43.20,208237
ICD10-B66.8,208238
ICD10-J44.8,208239
ICD10-J47.9,208240
ICD10-J30.9,208241
ICD10-G82.2,208242
ICD10-S42.9,208243
ICD10-M94.1,208244
ICD10-C22.0,208245
ICD10-Q71.8,208246
ICD10-Q77.0,208247
ICD10-G60.0,208248
ICD10-G44,208249
ICD10-I34.1,208250
ICD10-C95.0,208251
ICD10-M95.3,208252
ICD10-S94.2,208253
ICD10-H52.1,208254
ICD10-L28.0,208255
ICD10-P12,208256
ICD10-Q93.3,208257
ICD10-Q66.9,208258
ICD10-T53.0X,208259
ICD10-F45.4,208260
ICD10-N48.1,208261
ICD10-F17.20,208262
ICD10-E61.5,208263
ICD10-I09.0,208264
ICD10-Z10.3,208265
ICD10-G41.9,208266
ICD10-C85.2,208267
ICD10-B69.1,208268
ICD10-R56,208269
ICD10-N36.3,208270
ICD10-S25,208271
ICD10-I73.0,208272
ICD10-K65,208273
ICD10-F34.0,208274
ICD10-K61,208275
ICD10-A42.1,208276
ICD10-K67.0,208277
ICD10-L67,208278
ICD10-G24.1,208279
ICD10-K82.2,208280
ICD10-S41,208281
ICD10-I49.8,208282
ICD10-E89.3,208283
ICD10-G90-G99,208284
ICD10-K05.30,208285
ICD10-L03.90,208286
ICD10-K07.5,208287
ICD10-I45.9,208288
ICD10-S20.7,208289
ICD10-D82.4,208290
ICD10-C62.00,208291
ICD10-C25.8,208292
ICD10-E51.9,208293
ICD10-G72.49,208294
ICD10-C18.9,208295
ICD10-L44.4,208296
ICD10-G40.6,208297
ICD10-T14.91,208298
ICD10-R61,208299
ICD10-S80.1,208300
ICD10-N28.0,208301
ICD10-Q12.1,208302
ICD10-D33.4,208303
ICD10-C13,208304
ICD10-E78.1,208305
ICD10-C74,208306
ICD10-E61.3,208307
ICD10-H26.40,208308
ICD10-H53.55,208309
ICD10-D13.7,208310
ICD10-K76.1,208311
ICD10-I69.1,208312
ICD10-H40.10,208313
ICD10-M46.3,208314
ICD10-T88.3,208315
ICD10-E20.1,208316
ICD10-K11.1,208317
ICD10-D84.9,208318
ICD10-L93,208319
ICD10-K85.2,208320
ICD10-M21.20,208321
ICD10-S52.8,208322
ICD10-D58.9,208323
ICD10-C84.6,208324
ICD10-C44.9,208325
ICD10-D09.3,208326
ICD10-D28,208327
ICD10-A81.9,208328
ICD10-A50,208329
ICD10-J01,208330
ICD10-I99,208331
ICD10-Q43.4,208332
ICD10-K52.0,208333
ICD10-S33.2,208334
ICD10-M13.9,208335
ICD10-M77.2,208336
ICD10-S38.2,208337
ICD10-A31.1,208338
ICD10-M35.6,208339
ICD10-G71.2,208340
ICD10-J96,208341
ICD10-J12.1,208342
ICD10-J43.9,208343
ICD10-M79.609,208344
ICD10-E80.20,208345
ICD10-L43.9,208346
ICD10-H40.12,208347
ICD10-M86.0,208348
ICD10-H02.109,208349
ICD10-K07.6,208350
ICD10-R06.00,208351
ICD10-C24.1,208352
ICD10-K07.3,208353
ICD10-I72.6,208354
ICD10-K62.4,208355
ICD10-N75.1,208356
ICD10-C77,208357
ICD10-H47.20,208358
ICD10-S84.2,208359
ICD10-L51.1,208360
ICD10-M11.2,208361
ICD10-L41.3,208362
ICD10-Q35-Q37,208363
ICD10-N13.1,208364
ICD10-D68.61,208365
ICD10-D81.818,208366
ICD10-R40.20,208367
ICD10-S30.0,208368
ICD10-L88,208369
ICD10-C38.4,208370
ICD10-N04,208371
ICD10-G00,208372
ICD10-L50.3,208373
ICD10-I86.4,208374
ICD10-S20.4,208375
ICD10-F01,208376
ICD10-H50.52,208377
ICD10-I49.1,208378
ICD10-P76.1,208379
ICD10-S14,208380
ICD10-P11.3,208381
ICD10-K91.1,208382
ICD10-Q76.1,208383
ICD10-D17.9,208384
ICD10-A37.0,208385
ICD10-I51.9,208386
ICD10-F31.8,208387
ICD10-F01.9,208388
ICD10-S02.3,208389
ICD10-M62.2,208390
ICD10-D07.2,208391
ICD10-C86.0,208392
ICD10-E74.00,208393
ICD10-Q66.4,208394
ICD10-K29.0,208395
ICD10-F95,208396
ICD10-K04.4,208397
ICD10-K10.1,208398
ICD10-H47.22,208399
ICD10-E78.4,208400
ICD10-Q34.0,208401
ICD10-N90.89,208402
ICD10-A18.5,208403
ICD10-N75.0,208404
ICD10-C18.7,208405
ICD10-P55.0,208406
ICD10-D89.40,208407
ICD10-Q93.81,208408
ICD10-S32.3,208409
ICD10-J17.2,208410
ICD10-G57.1,208411
ICD10-S07.8,208412
ICD10-I42.5,208413
ICD10-P50.1,208414
ICD10-Q31.2,208415
ICD10-P77,208416
ICD10-A77,208417
ICD10-K63.0,208418
ICD10-I12,208419
ICD10-J31.2,208420
ICD10-C60.9,208421
ICD10-E88.2,208422
ICD10-M62,208423
ICD10-M66.0,208424
ICD10-E27.1,208425
ICD10-M66,208426
ICD10-B97.7,208427
ICD10-Q71.3,208428
ICD10-E83.2,208429
ICD10-Q13.5,208430
ICD10-Z10.2,208431
ICD10-S27.309D,208432
ICD10-C34.8,208433
ICD10-Q01,208434
ICD10-I40.8,208435
ICD10-H52,208436
ICD10-J68.0,208437
ICD10-B41.0,208438
ICD10-D52.0,208439
ICD10-I67.83,208440
ICD10-D61.2,208441
ICD10-Q69.1,208442
ICD10-N08.8,208443
ICD10-E74.21,208444
ICD10-G37.2,208445
ICD10-S85.8,208446
ICD10-T23,208447
ICD10-G24.9,208448
ICD10-S76.7,208449
ICD10-A50.4,208450
ICD10-M72.3,208451
ICD10-I72.8,208452
ICD10-T14.8,208453
ICD10-L63.1,208454
ICD10-B34.9,208455
ICD10-H52.2,208456
ICD10-G57.5,208457
ICD10-M31.30,208458
ICD10-Q61.3,208459
ICD10-M02.8,208460
ICD10-K20.9,208461
ICD10-E76.03,208462
ICD10-D37.5,208463
ICD10-N48.5,208464
ICD10-N99.4,208465
ICD10-L13.0,208466
ICD10-Q32.2,208467
ICD10-E64,208468
ICD10-Q79.8,208469
ICD10-D10.0,208470
ICD10-B33.2,208471
ICD10-A50.3,208472
ICD10-D74.9,208473
ICD10-C31.8,208474
ICD10-P54.3,208475
ICD10-H47.10,208476
ICD10-F52.2,208477
ICD10-K82.8,208478
ICD10-G24.5,208479
ICD10-L41,208480
ICD10-S97.0,208481
ICD10-R27.9,208482
ICD10-L20.81,208483
ICD10-K81.0,208484
ICD10-N64.0,208485
ICD10-R40.0,208486
ICD10-S62.6,208487
ICD10-T53.0,208488
ICD10-K02.9,208489
ICD10-G25.3,208490
ICD10-N84.1,208491
ICD10-H25.01,208492
ICD10-D50,208493
ICD10-E72.5,208494
ICD10-E74,208495
ICD10-E77.1,208496
ICD10-C85.1,208497
ICD10-K27,208498
ICD10-H47.033,208499
ICD10-K65-K67,208500
ICD10-T75.3,208501
ICD10-K71,208502
ICD10-D37,208503
ICD10-I68.0,208504
ICD10-S15,208505
ICD10-C44.90,208506
ICD10-M21.2,208507
ICD10-K10.8,208508
ICD10-Q80.3,208509
ICD10-A52.8,208510
ICD10-M96.4,208511
ICD10-I86.1,208512
ICD10-D31.6,208513
ICD10-E66.9,208514
ICD10-M36.4,208515
ICD10-J12.81,208516
ICD10-H33.2,208517
ICD10-I49.3,208518
ICD10-H65.0,208519
ICD10-E74.12,208520
ICD10-D16.4,208521
ICD10-C84.10,208522
ICD10-Q32.3,208523
ICD10-A52,208524
ICD10-B20,208525
ICD10-S72.7,208526
ICD10-M20.2,208527
ICD10-S13.1,208528
ICD10-T78.4,208529
ICD10-E70.2,208530
ICD10-L55.0,208531
ICD10-E55.9,208532
ICD10-Z00.8,208533
ICD10-P50.8,208534
ICD10-K08.9,208535
ICD10-Z01.7,208536
ICD10-S96.0,208537
ICD10-S63.4,208538
ICD10-D56.8,208539
ICD10-T56.891,208540
ICD10-F42,208541
ICD10-F14.1,208542
ICD10-S72.4,208543
ICD10-T24,208544
ICD10-R60,208545
ICD10-K02,208546
ICD10-H02.2,208547
ICD10-E80,208548
ICD10-E31.23,208549
ICD10-K11.3,208550
ICD10-XII,208551
ICD10-S94.1,208552
ICD10-A56.8,208553
ICD10-E26,208554
ICD10-M25.8,208555
ICD10-H35.60,208556
ICD10-S04.3,208557
ICD10-F21,208558
ICD10-F43,208559
ICD10-S25.8,208560
ICD10-S52.0,208561
ICD10-F50.9,208562
ICD10-Q60.5,208563
ICD10-R13.12,208564
ICD10-H53.60,208565
ICD10-H27,208566
ICD10-S37.5,208567
ICD10-T81.0,208568
ICD10-S27,208569
ICD10-G98.8,208570
ICD10-S04.2,208571
ICD10-A60.1,208572
ICD10-T05,208573
ICD10-J63.1,208574
ICD10-C77.3,208575
ICD10-A36.0,208576
ICD10-H44.2,208577
ICD10-N42.31,208578
ICD10-K51,208579
ICD10-C78.0,208580
ICD10-N02.8,208581
ICD10-I30,208582
ICD10-C78.2,208583
ICD10-T14.0,208584
ICD10-L43.0,208585
ICD10-L24.8,208586
ICD10-Z12.5,208587
ICD10-H53.14,208588
ICD10-I72.3,208589
ICD10-I73.81,208590
ICD10-R63,208591
ICD10-N76.2,208592
ICD10-I42.2,208593
ICD10-M01.6,208594
ICD10-S95.2,208595
ICD10-I83,208596
ICD10-D21,208597
ICD10-H35.53,208598
ICD10-E83.39,208599
ICD10-K00.4,208600
ICD10-L57.8,208601
ICD10-I95.0,208602
ICD10-I26.99,208603
ICD10-A80,208604
ICD10-S42.3,208605
ICD10-S20.1,208606
ICD10-M96.2,208607
ICD10-M81.4,208608
ICD10-Q76.8,208609
ICD10-J12.0,208610
ICD10-Q13.1,208611
ICD10-B35.6,208612
ICD10-B00,208613
ICD10-G46.8,208614
ICD10-I45.5,208615
ICD10-Q06.0,208616
ICD10-G72.1,208617
ICD10-D74,208618
ICD10-C24.8,208619
ICD10-K92.0,208620
ICD10-K83.01,208621
ICD10-C61,208622
ICD10-Q90,208623
ICD10-L03,208624
ICD10-S65,208625
ICD10-N85.0,208626
ICD10-B19.20,208627
ICD10-G72.8,208628
ICD10-L64.9,208629
ICD10-L60.0,208630
ICD10-D55-D59,208631
ICD10-I45.4,208632
ICD10-C92.40,208633
ICD10-I82.0,208634
ICD10-E70.39,208635
ICD10-K85.9,208636
ICD10-Q53.9,208637
ICD10-E70.329,208638
ICD10-G12.21,208639
ICD10-C51,208640
ICD10-J38.6,208641
ICD10-I67.850,208642
ICD10-R10.1,208643
ICD10-I67.3,208644
ICD10-F33.8,208645
ICD10-H02.1,208646
ICD10-L87.0,208647
ICD10-F41.9,208648
ICD10-E72.81,208649
ICD10-C96.6,208650
ICD10-R27.0,208651
ICD10-I23,208652
ICD10-J04.1,208653
ICD10-K22.70,208654
ICD10-B71.0,208655
ICD10-N28.9,208656
ICD10-N95.8,208657
ICD10-Q53,208658
ICD10-C65,208659
ICD10-K01.0,208660
ICD10-E61.0,208661
ICD10-G62.0,208662
ICD10-F42.9,208663
ICD10-Q66.6,208664
ICD10-C52,208665
ICD10-D51.8,208666
ICD10-Q81.0,208667
ICD10-K76.3,208668
ICD10-N90.6,208669
ICD10-D26.0,208670
ICD10-H93.23,208671
ICD10-S74.00XA,208672
ICD10-E85.8,208673
ICD10-C15.8,208674
ICD10-H16.9,208675
ICD10-S62.2,208676
ICD10-E72.59,208677
ICD10-Z94,208678
ICD10-G03.9,208679
ICD10-L92.8,208680
ICD10-J39.0,208681
ICD10-S22.5,208682
ICD10-P52.4,208683
ICD10-L10,208684
ICD10-T14.5,208685
ICD10-M85.0,208686
ICD10-G71.3,208687
ICD10-N27,208688
ICD10-P90,208689
ICD10-T78.40,208690
ICD10-L68.0,208691
ICD10-E89.6,208692
ICD10-S68,208693
ICD10-J15.2,208694
ICD10-H46.1,208695
ICD10-D69.3,208696
ICD10-M05-M14,208697
ICD10-P95,208698
ICD10-L70.4,208699
ICD10-S83.3,208700
ICD10-O41.1290,208701
ICD10-L95.0,208702
ICD10-I74.3,208703
ICD10-M31.6,208704
ICD10-Q76,208705
ICD10-Q87.4,208706
ICD10-K72,208707
ICD10-C75.0,208708
ICD10-K07.2,208709
ICD10-I26,208710
ICD10-C10,208711
ICD10-A48.3,208712
ICD10-S91,208713
ICD10-A18.4,208714
ICD10-D31.4,208715
ICD10-N48,208716
ICD10-K92.2,208717
ICD10-J67.1,208718
ICD10-S98.2,208719
ICD10-O06.7,208720
ICD10-S83.7,208721
ICD10-K63.9,208722
ICD10-P52.6,208723
ICD10-M76.2,208724
ICD10-N85.02,208725
ICD10-J99.1,208726
